name,platform,year,genre,publisher,NA_sales,EU_sales,JP_sales,other_sales
Fantasy Aquarium by DS,DS,2008,Simulation,Mercury Games,70000,0,0,10000
Minna to Issho,PSV,2011,Misc,Sony Computer Entertainment,0,0,20000,0
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,0,0,2780000,10000
Medal of Honor: European Assault,XB,2005,Shooter,Electronic Arts,320000,190000,0,20000
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,Ubisoft,1090000,650000,20000,200000
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PS2,2008,Action,THQ,290000,220000,0,70000
Ultimate Board Game Collection,PSP,2007,Misc,Xplosiv,60000,0,0,10000
Driver 2,PS,2000,Action,Atari,2360000,2100000,20000,250000
Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,130000,50000,0,0
Trials Fusion,XOne,2014,Racing,Ubisoft,120000,100000,0,20000
Legend of Kay Anniversary,WiiU,2015,Action,Nordic Games,0,10000,0,0
GoldenEye 007 (2010),Wii,2010,Action,Activision,850000,710000,130000,160000
Cabela's Alaskan Adventure,X360,2006,Sports,Activision,120000,0,0,10000
Risk: Global Domination,PS2,2003,Strategy,Atari,190000,150000,0,50000
Final Fantasy IV,PS,1997,Simulation,SquareSoft,0,0,290000,20000
Ninja Gaiden 3,WiiU,2012,Action,Nintendo,150000,30000,0,20000
Spider-Man 2,GC,2004,Action,Activision,650000,170000,0,20000
Disney Infinity,X360,2013,Action,Disney Interactive Studios,960000,370000,0,110000
Sekirei: Mirai Kara no Okurimono,PS2,2009,Adventure,Alchemist,0,0,10000,0
Backyard Sports: Sandlot Sluggers,X360,2010,Sports,Atari,90000,0,0,10000
Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0,0,40000,0
Tokimeki Memorial 4,PSP,2009,Adventure,Konami Digital Entertainment,0,0,80000,0
Dr. Slump & Arale-Chan,DS,2008,Adventure,Namco Bandai Games,0,0,10000,0
Dance with Devils,PSV,2016,Action,,0,0,10000,0
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010,Sports,Sega,80000,130000,0,30000
BioShock,PS3,2008,Shooter,Take-Two Interactive,750000,490000,10000,210000
Virtua Racing,GEN,1994,Racing,Sega,0,0,260000,0
Silent Hill: Origins,PS2,2008,Action,Konami Digital Entertainment,30000,30000,0,10000
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,2016,Fighting,Namco Bandai Games,190000,60000,0,30000
Brothers In Arms: Road to Hill 30,XB,2005,Shooter,Ubisoft,490000,140000,0,20000
Band Hero,Wii,2009,Misc,Activision,600000,300000,0,90000
F1 2002,PS2,2002,Racing,Electronic Arts,50000,40000,20000,10000
Digimon Battle Spirit 2,GBA,2003,Fighting,Namco Bandai Games,110000,40000,0,0
SBK Superbike World Championship,PSP,2008,Racing,Black Bean Games,10000,0,0,0
Atelier Rorona: Alchemist of Arland,PS3,2009,Role-Playing,Nippon Ichi Software,220000,120000,110000,50000
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0,0,60000,0
No More Heroes,Wii,2007,Action,Rising Star Games,300000,170000,40000,50000
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,30000,50000,0,10000
Bleach: Hanatareshi Yabou,PS2,2006,Role-Playing,Sony Computer Entertainment,0,0,70000,0
Juiced,PS2,2005,Racing,THQ,260000,200000,0,70000
Rollcage,PS,1999,Racing,Psygnosis,120000,80000,0,10000
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010,Role-Playing,Starfish,0,0,20000,0
Platinum Sudoku,DS,2007,Puzzle,Ubisoft,30000,10000,0,0
Renai Revenge,PSV,2015,Adventure,TGL,0,0,30000,0
Conception II: Children of the Seven Stars,PSV,2013,Role-Playing,Screenlife,130000,0,40000,20000
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,410000,290000,0,70000
Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft,90000,10000,0,10000
Stronghold 3,PC,2011,Strategy,,60000,100000,0,0
SimAnimals Africa,DS,2009,Simulation,Electronic Arts,80000,20000,0,10000
Overlord: Dark Legend,Wii,2009,Action,Codemasters,120000,220000,0,40000
Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0,40000,0,20000
Karaoke Revolution Glee 2: Road to Regionals,Wii,2011,Misc,Konami Digital Entertainment,150000,60000,0,20000
Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,50000,0,0,0
Disney Sing It: Pop Hits,Wii,2009,Misc,Disney Interactive Studios,1080000,280000,0,130000
Surfing H3O,PS2,2000,Sports,Take-Two Interactive,120000,100000,0,30000
Samurai Western,PS2,2004,Action,505 Games,40000,30000,0,10000
Shin Hayarigami 2,PSV,2016,Adventure,Nippon Ichi Software,0,0,10000,0
The Golden Compass,Wii,,Action,Sega,260000,280000,0,70000
The Elder Scrolls V: Skyrim,X360,2011,Role-Playing,Bethesda Softworks,5030000,2860000,100000,850000
The Bible Game,GBA,2005,Misc,Crave Entertainment,90000,30000,0,0
Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007,Fighting,Takara Tomy,0,0,100000,0
World Series Baseball,SAT,1994,Sports,Sega,0,0,40000,0
Order of War,PC,2009,Strategy,Square Enix,0,10000,0,0
Final Fantasy XI: All-In-One Pack 2006,X360,2006,Role-Playing,Square Enix,0,0,20000,0
Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create,0,0,30000,0
Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,90000,60000,0,10000
Sports Champions,PS3,2010,Sports,Sony Computer Entertainment,2120000,1140000,100000,510000
Jikkyou Powerful Pro Yakyuu 2012,PSV,2012,Action,Konami Digital Entertainment,0,0,90000,0
Robert Ludlum's The Bourne Conspiracy,PS3,,Action,Vivendi Games,180000,140000,0,60000
Cabela's Big Game Hunter: Pro Hunts,WiiU,2014,Shooter,Activision,20000,0,0,0
MotoGP 2: Ultimate Racing Technology,PS2,2001,Racing,Sony Computer Entertainment,70000,60000,0,20000
Fireball,2600,1981,Action,Starpath Corp.,300000,20000,0,0
World Championship Pool 2004,XB,2003,Sports,Jaleco,30000,10000,0,0
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015,Fighting,Namco Bandai Games,0,0,30000,0
Monster Hunter Freedom 2,PS3,2011,Role-Playing,Capcom,0,0,500000,0
Saint Seiya: Soldiers' Soul,PS4,2015,Fighting,Namco Bandai Games,0,90000,40000,20000
Rival Schools: United By Fate,PS,1998,Fighting,Capcom,120000,80000,280000,30000
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,3DS,2013,Action,Namco Bandai Games,0,0,50000,0
Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,90000,10000,0,10000
Alien Hominid,GC,2004,Shooter,O3 Entertainment,70000,20000,0,0
Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,SNES,1994,Fighting,Angel Studios,0,0,120000,0
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,1070000,920000,40000,240000
UN Squadron,SNES,1991,Shooter,Capcom,0,0,120000,0
I Love Puppies,DS,2010,Simulation,Destineer,90000,0,0,10000
Fate/Unlimited Codes Portable,PSP,2009,Fighting,Capcom,0,0,50000,0
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,Fighting,Capcom,0,0,50000,0
Backyard NFL Football '09,PS2,2008,Sports,Atari,80000,70000,0,20000
Brave Story: Boku no Kioku to Negai,DS,2006,Role-Playing,Namco Bandai Games,0,0,20000,0
Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,20000,0,0,0
Dengeki Gakuen RPG: Cross of Venus Special,DS,2011,Role-Playing,ASCII Media Works,0,0,10000,0
LEGO Rock Band,Wii,2009,Misc,Warner Bros. Interactive Entertainment,420000,220000,0,70000
Nobunaga's Ambition II,3DS,2015,Strategy,Tecmo Koei,0,0,40000,0
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,50000,10000,0,0
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft,20000,10000,0,0
J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,Konami Digital Entertainment,0,0,80000,0
The Idolmaster 2,X360,2011,Simulation,Namco Bandai Games,0,0,50000,0
Super Swing Golf,Wii,2006,Sports,Nintendo,140000,10000,70000,10000
World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,80000,1240000,1130000,450000
Sega Superstars Tennis,PS3,2008,Sports,Sega,130000,200000,0,80000
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,40000,0,0,0
World Championship Poker: Howard Lederer - All In,PSP,2006,Misc,505 Games,130000,0,0,10000
Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,10000,0,50000,0
Juiced 2: Hot Import Nights,PS2,2007,Racing,THQ,190000,150000,10000,50000
Shrek the Third,Wii,2007,Action,Activision,260000,10000,0,20000
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PS2,2007,Action,Activision,630000,370000,0,110000
Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,570000,350000,20000,100000
College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,110000,0,0,10000
Hidden Mysteries: Salem Secrets - Witch Trials of 1692,DS,2010,Puzzle,Astragon,90000,40000,0,10000
MotoGP 10/11,X360,2011,Racing,Capcom,0,50000,0,10000
Tomba! 2: The Evil Swine Return,PS,1999,Platform,Sony Computer Entertainment,160000,110000,0,20000
Memories Off,PSP,2008,Adventure,5pb,0,0,10000,0
Mad Dash Racing,XB,2001,Racing,Eidos Interactive,110000,30000,0,10000
.hack//G.U. Vol.1//Rebirth,PS2,2006,Role-Playing,Namco Bandai Games,0,0,170000,0
RealSports Boxing,2600,1986,Sports,Atari,280000,20000,0,0
Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,30000,10000,0,0
Batman: Rise of Sin Tzu,PS2,2003,Action,Ubisoft,170000,130000,0,50000
One Piece: Pirate Warriors 3,PS3,2015,Action,Namco Bandai Games,0,90000,190000,10000
Ultimate Band,DS,2008,Misc,Disney Interactive Studios,190000,20000,0,20000
Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,40000,10000,0,0
Kung Fu Panda: Legendary Warriors,Wii,2008,Action,Activision,70000,0,0,0
Dance Dance Revolution: Mario Mix (JP sales),GC,2005,Simulation,Nintendo,0,0,50000,0
Generator Rex: Agent of Providence,3DS,2011,Action,Activision,70000,20000,0,10000
Klonoa: Empire of Dreams,GBA,2001,Platform,Infogrames,100000,40000,0,0
Puyo Puyo 7,DS,2009,Puzzle,Sega,0,0,300000,0
NHL Hitz Pro,XB,2003,Sports,Midway Games,50000,10000,0,0
Urban Chaos,PS,1999,Action,Eidos Interactive,60000,40000,0,10000
Hot Shots Golf: Open Tee,PSP,2004,Sports,Sony Computer Entertainment,500000,500000,630000,330000
G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0,10000,0,0
The Sims 2: Happy Holiday Stuff,PC,2006,Simulation,Electronic Arts,10000,10000,0,0
Tak: The Great Juju Challenge,GC,2005,Platform,THQ,120000,30000,0,0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004,Action,Ubisoft,60000,20000,0,0
Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,210000,180000,220000,80000
NBA 2K13,PS3,2012,Sports,Take-Two Interactive,1720000,440000,50000,270000
Thunderbirds,GBA,2004,Shooter,Vivendi Games,20000,10000,0,0
Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment,20000,0,0,0
Micro Machines V4,PSP,2006,Racing,Codemasters,10000,0,0,0
Super Monkey Ball 3D,3DS,2011,Action,Sega,260000,150000,50000,40000
Nichibeikan Pro Yakyuu: Final League,PS2,2002,Sports,SquareSoft,0,0,70000,0
K-1 Revenge,PS,1997,Fighting,Xing Entertainment,40000,30000,160000,20000
Gun Showdown,PSP,2006,Action,Activision,50000,10000,0,10000
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,80000,20000,0,0
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,0,10000,90000,0
Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,2013,Action,Nippon Columbia,0,0,150000,0
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,XB,2005,Adventure,Activision,10000,0,0,0
Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,80000,20000,0,0
PoPoLoCrois: Hajimari no Bouken,PS2,2002,Role-Playing,Sony Computer Entertainment,0,0,160000,0
Strawberry Shortcake: Strawberryland Games,DS,2006,Action,Game Factory,50000,0,0,0
PQ: Practical Intelligence Quotient,PSP,2005,Puzzle,D3Publisher,70000,0,0,10000
Jampack Winter '98,PS,1998,Misc,Sony Computer Entertainment,630000,430000,0,70000
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,40000,0,0,0
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,250000,190000,0,60000
Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,600000,220000,50000,20000
Arctic Tale,DS,2007,Adventure,Zoo Digital Publishing,130000,0,0,10000
Pony Friends 2,Wii,2009,Simulation,Eidos Interactive,40000,50000,0,10000
Extreme-G: XG2,N64,1998,Racing,Acclaim Entertainment,310000,70000,0,0
Donkey Kong 64,N64,1999,Platform,Nintendo,3330000,790000,1090000,60000
NBA Live 2005,XB,2004,Sports,Electronic Arts,810000,50000,0,40000
The BIGS,Wii,2007,Sports,Take-Two Interactive,340000,0,0,30000
Queen's Blade: Spiral Chaos,PSP,2009,Role-Playing,Namco Bandai Games,0,0,110000,0
Halo: Reach,X360,2010,Shooter,Microsoft Game Studios,7030000,1980000,80000,780000
Agatha Christie: Evil Under the Sun,Wii,2008,Adventure,The Adventure Company,70000,20000,0,10000
Tropico 4,X360,,Strategy,Kalypso Media,200000,130000,0,30000
Let's Draw!,DS,2008,Misc,Ubisoft,240000,230000,0,60000
B's-LOG Party♪,PSP,2010,Adventure,Idea Factory,0,0,40000,0
Ghostbusters: The Video Game,DS,2009,Action,Atari,260000,120000,0,40000
The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,4100000,1890000,1450000,160000
Retro Game Challenge (US sales),DS,2007,Action,Namco Bandai Games,100000,0,0,0
San-X: Chara Sagashi Land,DS,2007,Action,MTO,0,0,10000,0
Pilot Academy,PSP,2006,Simulation,Rising Star Games,0,10000,0,0
Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,100000,230000,220000,80000
Cabela's African Safari,PSP,2006,Sports,Activision Value,40000,0,0,0
Virtua Cop,SAT,1995,Shooter,Sega,0,0,620000,0
NHL Breakaway 99,N64,1998,Sports,Acclaim Entertainment,70000,10000,0,0
Ford Racing Off Road,Wii,2008,Racing,Xplosiv,60000,400000,0,10000
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,20000,0,10000
One Piece: Unlimited World Red,3DS,2013,Action,Namco Bandai Games,50000,40000,280000,10000
Rugby 2005,XB,2005,Sports,Electronic Arts,40000,10000,0,0
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,40000,0,0,0
Rugby World Cup 2015,PSV,2015,Sports,Ubisoft,0,30000,0,10000
Madden NFL 09,DS,2008,Sports,Electronic Arts,300000,0,0,30000
Mugen Souls Z,PS3,2013,Role-Playing,Nippon Ichi Software,20000,10000,40000,10000
Future Cop L.A.P.D.,PS,1997,Simulation,Electronic Arts,160000,110000,0,20000
Cars,XB,2006,Racing,THQ,150000,40000,0,10000
Farming Simulator 15 Expansion Pack,PC,2015,Action,Focus Home Interactive,0,10000,0,0
Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,1090000,40000,100000,110000
Pac-Man World,PS,1998,Action,Namco Bandai Games,1210000,140000,100000,40000
The Professor's Brain Trainer: Logic,DS,2005,Puzzle,505 Games,20000,0,0,0
Phantasy Star Online Episode I & II,GC,2002,Role-Playing,Infogrames,230000,60000,160000,10000
Sonic & All-Stars Racing Transformed,WiiU,2012,Racing,Sega,200000,270000,20000,50000
MLB SlugFest 2006,XB,2006,Sports,Midway Games,40000,10000,0,0
Bomberman,DS,2005,Puzzle,Ubisoft,100000,20000,30000,10000
Knockout Kings 2002,XB,2002,Sports,Electronic Arts,200000,60000,0,10000
Tamagotchi no Narikiri Channel,DS,2009,Role-Playing,Namco Bandai Games,0,0,150000,0
Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,70000,70000,0,30000
Vanquish,PS3,2010,Shooter,Sega,210000,220000,110000,90000
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2380000,320000,0,310000
Saturn Bomberman,SAT,1996,Puzzle,Sega,0,0,150000,0
The King of Fighters NeoWave,XB,2006,Fighting,SNK Playmore,20000,0,0,0
Mario Kart 7,3DS,2011,Racing,Nintendo,4740000,3910000,2670000,890000
Shadow of Destiny,PS2,2001,Adventure,Konami Digital Entertainment,90000,70000,30000,20000
NFL Blitz 2001,PS,2000,Sports,Midway Games,330000,220000,0,40000
Spider-Man: Edge of Time,PS3,2011,Action,Activision,130000,70000,0,30000
Gold and Glory: The Road to El Dorado,PS,2000,Adventure,Ubisoft,30000,20000,0,0
The Witcher 2: Assassins of Kings,X360,2012,Action,Namco Bandai Games,480000,360000,20000,80000
Outlaw Golf,GC,2002,Sports,TDK Mediactive,60000,20000,0,0
FIFA Soccer 13,PC,2012,Action,Electronic Arts,20000,310000,0,70000
Yggdra Union: We'll Never Fight Alone,GBA,2006,Role-Playing,Sting,0,0,30000,0
Namco Museum Vol.5,PS,1996,Misc,Sony Computer Entertainment,20000,10000,120000,10000
Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,310000,20000,0,0
Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,120000,0,0,10000
Hatsune Miku: Project Diva,PSP,2009,Misc,Sega,0,0,260000,0
Colin McRae Rally 2005,PC,2004,Racing,Codemasters,0,10000,0,0
Left 4 Dead 2,PC,2009,Shooter,Valve Software,0,320000,0,40000
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,PS2,2006,Role-Playing,Tecmo Koei,0,0,90000,0
NHL 12,PS3,2011,Sports,Electronic Arts,360000,160000,0,70000
Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,0,0,100000,0
Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media,20000,10000,0,0
Vampire Moon: The Mystery of the Hidden Sun,DS,2010,Adventure,City Interactive,120000,10000,0,10000
Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0,0,20000,0
Tomb Raider II,PS,1997,Action,Eidos Interactive,2300000,2460000,200000,280000
SSX Blur,Wii,2007,Sports,Electronic Arts,290000,10000,0,30000
PC Engine Best Collection: Tengai Makyou Collection,PSP,2008,Role-Playing,Hudson Soft,0,0,20000,0
Langrisser V: The End of Legend,SAT,1998,Strategy,NCS,0,0,90000,0
One Piece: Unlimited World Red,PS3,2014,Action,Namco Bandai Games,90000,120000,60000,50000
WordJong Party,Wii,2008,Puzzle,Destineer,170000,0,0,10000
Crysis,PC,2007,Shooter,Electronic Arts,0,690000,0,30000
Assault Rigs,PS,1996,Action,Electronic Arts Victor,20000,20000,0,0
NFL Street 2,GC,2004,Sports,Electronic Arts,150000,40000,0,10000
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,0,0,100000,0
Pastel Chime Continue,PSP,2010,Adventure,5pb,0,0,20000,0
Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,100000,0,0,10000
Shrek: Forever After,X360,2010,Platform,Activision,90000,0,0,10000
Kiniro no Corda 3,3DS,2015,Adventure,Tecmo Koei,0,0,10000,0
Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,80000,20000,30000,10000
Sonic Generations,PS3,2011,Platform,Sega,600000,730000,20000,280000
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,420000,190000,0,140000
NiGHTS into dreams...,PS2,2008,Platform,Sega,0,0,10000,0
Dark Angel: Vampire Apocalypse,PS2,2001,Role-Playing,Metro 3D,40000,30000,0,10000
100 Classic Games,DS,2011,Misc,Rondomedia,0,30000,0,0
Spider-Man 2,PS2,2004,Action,Activision,1750000,1200000,20000,430000
Aria: The Origination ~Aoi Wakusei no El Cielo~,PS2,2008,Adventure,Alchemist,0,0,20000,0
Dementium II,DS,2010,Shooter,SouthPeak Games,90000,20000,0,10000
Tales of the World: Radiant Mythology 3,PSP,2011,Role-Playing,Namco Bandai Games,0,0,280000,0
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,80000,80000,0,20000
Samurai Deeper Kyo,PS,2002,Fighting,Namco Bandai Games,0,0,50000,0
Resident Evil - Code: Veronica,DC,2000,Action,Eidos Interactive,410000,230000,470000,30000
LEGO Star Wars II: The Original Trilogy,XB,2006,Action,LucasArts,330000,100000,0,20000
Dragon Ball Z,SNES,1993,Fighting,Namco Bandai Games,0,0,1450000,0
Super Robot Taisen: Scramble Commander,PS2,2003,Strategy,Banpresto,0,0,190000,0
A Witch's Tale,DS,2009,Role-Playing,Nippon Ichi Software,80000,0,30000,10000
Digimon World 2,PS,2000,Role-Playing,Namco Bandai Games,230000,160000,160000,40000
Imagine: Fashion Designer World Tour,DS,2009,Simulation,Ubisoft,270000,0,0,20000
NBA Hoopz,PS2,2001,Sports,Midway Games,90000,70000,0,20000
World of Outlaws: Sprint Cars 2002,PS2,2002,Racing,Ignition Entertainment,230000,180000,0,60000
Galactic Attack,SAT,1994,Shooter,Acclaim Entertainment,0,0,250000,0
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,380000,240000,0,160000
Conflict: Desert Storm,XB,2002,Shooter,SCi,480000,370000,0,20000
Dragon Ball: Raging Blast 2,PS3,2010,Fighting,Namco Bandai Games,420000,200000,110000,90000
Far Cry 3,PS3,2012,Shooter,Ubisoft,880000,1750000,100000,720000
GT Advance Championship Racing,GBA,2001,Racing,THQ,240000,90000,0,10000
Dora the Explorer: Super Spies,GBA,2004,Platform,Gotham Games,440000,160000,0,10000
Remember Me,PC,2013,Action,Capcom,0,50000,0,10000
The Grinch,PS,1999,Adventure,Konami Digital Entertainment,290000,200000,0,30000
Tom Clancy's HAWX 2,PS3,2010,Action,Ubisoft,210000,120000,30000,50000
Spec Ops: The Line,PS3,2012,Shooter,Take-Two Interactive,190000,250000,40000,90000
Batman Begins,GC,2005,Action,Electronic Arts,110000,30000,0,0
Harry Potter and the Half-Blood Prince,DS,2009,Action,Electronic Arts,210000,350000,0,70000
Railfan,PS3,2006,Simulation,Ongakukan,0,0,10000,0
Davis Cup Tennis,GBA,2002,Sports,Ubisoft,10000,0,0,0
Starcraft 64,N64,2000,Strategy,Nintendo,130000,30000,0,0
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,PS2,2007,Fighting,Yuke's,0,0,20000,0
Botanicula,PC,2012,Adventure,Daedalic Entertainment,0,20000,0,0
Hyrule Warriors,WiiU,2014,Action,Nintendo,610000,420000,130000,100000
Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,Nippon Ichi Software,0,0,30000,0
Syberia,PC,2002,Action,Microids,0,20000,0,0
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo,0,0,30000,0
